Chapter,Error_Original,Error_Modified
045.txt,"[coherence] Aragorn states he will take the Paths of the Dead, but earlier in the same chapter, he explicitly tells Théoden that he must ride to Dunharrow first to access the path, and later tells Éowyn the road leads to Dunharrow. However, the narrative flow implies he is leaving immediately from Helm's Deep/Dunharrow area, but the text says 'The Riders were ready... They rode over the Dike and down the Coomb... Aragorn rode to the Dike and watched till the king's men were far down the Coomb. Then he turned to Halbarad... Together they went back into the Burg'. This sequence is coherent. The error is actually in the description of the standard. Halbarad brings a staff furled in black cloth. Later, at the Stone of Erech, it says 'behold! it was black, and if there was any device upon it, was hidden in the darkness.' In the book, the standard is white with a star. The text here says 'it was black'. This is a contradiction of the established lore/object description if we assume 'black' refers to the cloth it was wrapped in, but the reveal implies the cloth *is* the standard or the standard itself is black. Let's look closer. 'Halbarad bearing the great staff close-furled in black'. Later 'unfurl the great standard which he had brought; and behold! it was black'. This implies the standard itself is black, whereas in Tolkien's lore, the standard of Isildur is white. This is a factual error within the narrative logic of the object's identity.","[coherence] Aragorn claims he will take the Paths of the Dead to reach the coastlands before Sauron's southern attack destroys Minas Tirith, stating it is the only way. However, he subsequently rides to Dunharrow (which is in Rohan, north of Gondor) and then travels south through the mountains to the Stone of Erech. This route is geographically inconsistent with the claim that the Paths of the Dead are the only way to the coastlands in time, as Dunharrow is not on the direct path to the southern coastlands of Gondor, and the text implies the Paths lead directly to the coast or a point from which they can strike quickly, yet the journey involves significant travel to a specific mountain gate first."
046.txt,"[cross_chapter] The chapter states that Aragorn, Legolas, and Gimli have gone to the Paths of the Dead, but previous chapter summaries indicate they are still at Dunharrow or have just departed for Pelargir, and this chapter describes their departure as happening 'yestermorn' relative to the current timeline, creating a timeline conflict with the immediate preceding events where they were present at Dunharrow.","[cross_chapter] The chapter states that Aragorn, Legolas, and Gimli have gone to the Paths of the Dead, but the previous chapter summary (Chapter 46) explicitly states that they have already completed this journey, summoned the Dead, and ridden to Pelargir, disappearing from mortal sight. This chapter treats their departure as a recent, ongoing event rather than a completed one."
047.txt,"[coherence] The text contains a logical contradiction regarding Faramir's status. It states he was found dead on the battlefield and carried to the Citadel, but later describes him as 'wandering in a desperate fever' and 'dying' in his bed, implying he is alive but critically injured, not dead.","[coherence] The text contains a contradiction regarding Faramir's status. He is first described as being carried into the city 'in his arms' by Prince Imrahil, implying he is unconscious or dead. Immediately after, the text states that Denethor 'rose and looked on the face of his son and was silent,' which implies Faramir was conscious and present to be looked at, contradicting the previous description of him being carried in as a corpse/unconscious body."
048.txt,"[cross_chapter] The chapter states that Merry was allowed to join the army by hiding on Dernhelm's horse, but the previous chapter summary (Chapter 47) already established this fact as having occurred. This chapter treats it as a current event or implies a contradiction in how the timeline is presented relative to the provided summary context.","[cross_chapter] The chapter states that the Wild Men (Oxen) 'never to be seen by any Rider of Rohan again,' implying they vanished permanently. However, in Chapter 50, Ghân-buri-Ghân and the Wild Men reappear to help the Rohirrim escape the battlefield and are explicitly seen by the Riders again."
049.txt,"[coherence] The text states that Éowyn's sword broke into shards upon striking the Witch-king, yet immediately describes her driving the sword 'between crown and mantle' to deliver the killing blow. A broken sword cannot be used to pierce armor and flesh in this manner.","[coherence] The text states that Éowyn's sword broke into shards when striking the Nazgûl, yet immediately describes her driving 'her sword' between the crown and mantle. A broken sword cannot be used to deliver a second strike."
050.txt,"[cross_chapter] The chapter states that Gandalf and Pippin arrived at Minas Tirith and Pippin was sworn into service in the previous chapter (Chapter 45 summary). However, this chapter begins with Pippin already in the Citadel, having been sent away by Denethor, and Gandalf arriving separately on Shadowfax. The narrative flow implies Gandalf has just arrived or is arriving, but the summary of Chapter 45 explicitly says 'Gandalf returns late at night' and Pippin is already serving, creating a continuity gap or contradiction regarding the timing of Gandalf's arrival and Pippin's status.",
052.txt,"[coherence] The text contains a contradiction regarding the composition of the army led by Éomer. Earlier in the chapter, Éomer states he cannot lead 'even two thousands' if he must leave defenders for the City. Later, the final tally lists 'Éomer five hundreds of the Rohirrim who were unhorsed but themselves warworthy, and he himself should lead five hundreds of his best Riders on horse'. This sums to 1,000 men, which contradicts his earlier statement that he could not provide 2,000 men while maintaining city defenses (implying his total available force was less than 2,000, or that splitting it into 500+500 was impossible given the constraint). Furthermore, the total force calculation (2000 Aragorn + 3500 Imrahil + 500 Rohirrim foot + 500 Rohirrim horse + 500 Elrond/Dúnedain/Knights) sums to 7,000, but the text explicitly states 'all told six thousand foot and a thousand horse', which is mathematically inconsistent with the sum of the components listed (6,000 foot + 1,000 horse = 7,000 total, but the breakdown lists 2,000 + 3,500 + 500 + 500 = 6,500 foot and 500 + 500 = 1,000 horse. Wait, 2000+3500+500+500 = 6500 foot. The text says 'six thousand foot'. This is a numerical inconsistency).","[cross_chapter] The chapter states that the fleet set forth in the morning of the day before yesterday (the sixth day since leaving Dunharrow), but earlier in the same chapter, Legolas claims they left Dunharrow on the morning of the day before they arrived at the Paths of the Dead (which was the day before the battle). This creates a timeline where the journey from Dunharrow to Pelargir and back to Minas Tirith is compressed into an impossible timeframe (less than 6 days total for the entire expedition including the battle), contradicting the established duration of the journey."
053.txt,"[cross_chapter] The chapter states that Pippin stands beside Beregond in the front rank of Gondor with Imrahil's men. However, Beregond was previously established (Chapter 45) as a member of the City Guard who was suspended from duty because his case was being judged for abandoning his post to save Denethor. The text earlier in this same chapter confirms Beregond could not rejoin the Guard until his case was judged, making his presence in the front line of the army inconsistent with his suspended status.",
054.txt,"[coherence] Sam is described as having 'no more' water in his bottle, but immediately after, Frodo tells him to 'drink that last drop in your bottle', implying there is still water left.",
055.txt,"[cross_chapter] The chapter states that the Nazgûl Lord (the Witch-king) has met his doom and died ('The Lord of the Ring-wraiths had met his doom'). However, in Chapter 50, it is established that the Witch-king was killed by Éowyn and Merry. While the text here might refer to the specific Nazgûl pursuing them (likely the one who attacked them at Cirith Ungol), the phrasing 'The Lord of the Ring-wraiths' is a specific title usually reserved for the chief Nazgûl, creating a contradiction with the established fact of his death in the previous chapter's summary.","[coherence] Sam reaches for water-skins on a table, but the characters are in a dark, wild ravine in Mordor, not in a room with furniture."
056.txt,,"[coherence] Sam claims he crossed half the distance to the Mountain in one day, but the text states they had been traveling for four days since escaping the orcs, and the previous day's progress was described as slow and difficult, making the claim of covering half the total distance in a single day logically inconsistent with the established timeline and pace."
057.txt,"[cross_chapter] The text states that Gandalf brought Frodo's elven-cloak and mithril-coat from Mordor, but in Chapter 43, Frodo lost his elven-cloak to Shelob's web and Sting was left behind; furthermore, the mithril-coat was not taken from him in Mordor but was worn by him throughout the journey and retrieved by Sam after Frodo was captured by Orcs in Cirith Ungol (Chapter 44). The text incorrectly implies these items were taken from Frodo *in* Mordor by the enemy, whereas they were recovered by the protagonists.","[cross_chapter] The text states that Frodo's third finger is missing, but previous chapters (specifically Chapter 57) establish that Gollum bit off Frodo's fingers when he claimed the Ring. In the canonical narrative, it is the thumb and index finger that are severed, not the third finger."
058.txt,"[cross_chapter] The chapter states that Éowyn did not go to the Field of Cormallen because her brother Éomer did not call for her, only sending word to come to the field. However, Chapter 58 (the previous chapter summary) explicitly states that the celebration took place at the Field of Cormallen and that the hobbits reunited with Merry and Pippin there. In the canonical narrative, Éowyn is present at Cormallen to witness Aragorn's coronation and to see Faramir. The text implies she stayed behind in Minas Tirith while the main celebration occurred, which contradicts the event described in the previous chapter's summary where the gathering is established as the site of the reunion and coronation.",
059.txt,"[coherence] The text states that Éowyn bore a cup to Éomer, but then immediately says 'Éomer drained the cup' and 'all there assembled rose and drank'. If Éowyn was the one holding the cup for Éomer, he could not have drained it himself before it was passed to the others. The action implies he took it and drank, but the phrasing creates a logical contradiction in the sequence of serving and drinking.","[coherence] The text states that Éomer is ready to do battle with anyone who denies that Queen Arwen is the fairest lady, yet immediately after, Gimli excuses Éomer from the contest because Éomer placed Arwen first, implying Éomer did not claim she was the absolute fairest (which would have triggered the battle). The logic is contradictory: if Éomer put Arwen first, he cannot be accused of denying her status, so there is no need for Gimli to 'excuse' him from a battle he wasn't initiating."
060.txt,"[cross_chapter] The chapter states that Gandalf is turning aside to have a long talk with Bombadil, implying he will visit him on the way to the Shire. However, Gandalf explicitly states he is 'not coming to the Shire' and leaves the hobbits at the point where they had previously taken leave of Bombadil, heading towards the Barrow-downs. In the established narrative, Gandalf does not visit Bombadil on this journey; he goes to Minas Tirith. Furthermore, the text says they halted at the point where they 'taken leave of Bombadil', but in the previous journey (Chapter 9), they left Bombadil at the edge of the Old Forest/Barrow-downs, not on the East Road near the Brandywine Bridge. The location description is inconsistent with the geography established in Chapter 9 and the narrative fact that Gandalf does not meet Bombadil here.","[cross_chapter] The chapter states that the Rangers have all gone away and that the hobbits are the only ones returning, contradicting the previous chapter summary which establishes that Aragorn, Legolas, and Gimli are traveling with the hobbits on their journey back to the Shire."
061.txt,"[coherence] The text states that the ruffians had 'no other weapons, as far as could be seen' besides clubs and horns, but later describes the leader attacking Merry with a 'long knife in his left hand and a club in the other'.","[cross_chapter] The chapter states that the Battle of Bywater took place in the year 1419. However, previous chapters establish that the War of the Ring concluded in the year 1420 (specifically, the Shire Reckoning begins in 1420, and the events of the War, including the destruction of the Ring and the crowning of Aragorn, occurred in 1419 of the Third Age, which corresponds to 1420 in Shire Reckoning). The Battle of Bywater is the final event of the War's aftermath in the Shire, placing it in 1420, not 1419."
062.txt,"[coherence] The text contains a contradictory statement regarding the number of Rings of Power. It states there were 'Five' Rings of Power (implying the Three for Elves, Seven for Dwarves, and One for Men), but later explicitly lists 'the Nine Walkers' (a term for the Fellowship of the Ring) and refers to 'the Nine Walkers that set out with the Ring'. The phrase 'Nine Walkers' is a contradiction in terms as the Fellowship consisted of nine members, not nine rings, and the text conflates the Nine Rings of Men (Nazgûl) with the Fellowship members.",
062.txt,"[temporal] The text states that the Third Age ended when the Three Rings passed away in September 3021, but then claims the Fourth Age began on March 25, 3021. This is a chronological contradiction within the same sentence/paragraph, as September follows March in the same year.",
062.txt,"[coherence] The text contains a typo that creates a logical impossibility in the narrative flow of the Dwarven history. It states that Thrór was slain by Azog, but then says 'It was not found on the body of Azog' when discussing the Ring. This implies the Ring was on Azog's body, which contradicts the earlier statement that Azog killed Thrór and branded his face. The Ring belonged to Thrór/Thráin, not Azog.",
